x,y
418.8297729,214.6910095
424.839325,215.1664581
430.7901917,216.1308899
436.6532288,217.5352783
442.407959,219.3331146
448.0413513,221.4817352
451.5217285,221.3570099
452.4354858,215.4648285
462.9573364,227.2876282
466.0896606,232.4403534
469.2130127,237.5986328
472.3177185,242.7680206
475.3934326,247.9547882
478.4294739,253.1648254
484.1783142,253.772644
490.2073669,253.8851776
496.2365417,253.9931488
494.495575,250.8149414
490.1351929,246.649826
485.6767578,242.5898743
481.1177368,238.64328
476.45578,234.8188934
471.6891785,231.1257324
466.8165588,227.5735321
461.8374634,224.1724396
395.8398743,237.087738
393.5517578,242.622879
393.3267212,248.6236572
394.8917542,254.4265137
397.8050842,259.6930084
401.6604004,264.3207855
406.1369629,268.3553009
411.0322571,271.8710785
416.2359924,274.9145813
421.6757813,277.5123596
427.3240662,279.618103
433.1459961,281.1793213
439.0963745,282.1396484
445.114502,282.3912354
450.4663391,280.331665
448.6434326,274.6607666
445.7013855,269.3978729
442.8907471,264.0633545
439.8913269,258.8325348
436.740509,253.6912537
433.5076599,248.6009064
430.2606201,243.5196991
427.065979,238.4053802
424.8752136,232.8922272
422.226593,229.5855103
416.1994324,229.4220123
410.1847839,229.7940979
404.3216248,231.1551361
601.2800293,215.2400055
606.7901001,214.2817078
612.5592041,216.0380859
618.1507568,218.3003845
623.6043091,220.8798981
628.9893799,223.6004486
630.1287842,221.3907928
632.1635742,221.4446564
636.8821411,218.5121765
641.9550171,221.6879883
646.4866333,225.6702423
651.1358643,229.5149384
655.7800903,233.3656311
660.178833,237.492569
664.4268188,241.7767792
668.6289673,246.1059723
672.8000488,250.4651337
676.9594727,254.8354645
681.1220703,259.2027588
683.0604858,260.5738525
680.0126343,255.3670349
676.9514771,250.168045
673.9190063,244.9522858
670.9609375,239.694046
668.121521,234.3709259
665.5131226,228.9317474
664.1963501,223.1231842
667.0928955,217.9993439
672.6947021,218.3761597
677.8085327,221.5720062
682.6052856,225.2286072
687.1086426,229.241745
691.355957,233.5255127
695.3982544,238.0038757
699.2947998,242.6098938
703.1116333,247.2823486
706.9153442,251.9654846
707.970459,252.1741028
705.3463135,246.7414856
702.7037354,241.3177948
700.2195435,235.8202667
698.0786743,230.1812744
697.2825928,224.2676086
699.1848755,218.5746765
702.8870239,213.9962463
708.7891235,214.8253784
714.4863892,216.8068695
720.0400391,219.1616669
725.442627,221.8453522
727.5176392,220.0861816
729.0553589,214.3181763
734.3236694,217.0251923
739.5072021,220.1115723
744.5617065,223.4051666
749.4918213,226.8822784
754.3040771,230.5209198
759.0077515,234.2988739
763.6133423,238.1959839
768.132019,242.1934967
772.5765381,246.2733917
776.9599609,250.4189758
781.296875,254.6131134
787.065918,255.3596039
792.5918579,254.9853668
787.4169312,252.1174774
787.8910522,251.7092438
793.8598633,252.4764862
798.914917,255.6579895
802.9822998,260.1033783
804.7372437,265.5823669
798.963562,266.782486
794.2144775,267.581604
798.3265381,271.9964142
802.4456787,276.4047241
807.4736938,278.5941162
812.6350708,281.5805664
816.7958374,285.9424744
820.3670044,290.7967529
822.2249756,296.3980713
816.847229,296.2744141
812.1792603,292.47052
807.8520508,288.2664795
803.5342407,284.0526123
799.2230225,279.8319702
794.9431763,275.5796051
790.7172852,271.2735443
786.380188,267.3457947
780.3483887,267.4785614
774.3154907,267.536911
768.2824097,267.4910583
762.9631348,267.7644043
765.7998657,273.0890503
768.5775146,278.444397
770.9822388,283.9750671
771.145752,289.8556213
766.7833862,293.6648865
761.0428467,292.2538147
756.0960693,288.8042908
751.3100586,285.1308899
746.928894,281.2242432
749.6564941,280.4995728
755.0145264,283.265625
759.2589722,281.374176
756.9735107,275.795929
754.213623,270.4312897
750.2723389,266.8167419
744.2608643,266.3054047
740.3510742,261.8861237
736.642334,257.1289825
737.2277832,253.8135986
743.2543335,253.5730896
743.050415,249.8605042
740.0443726,244.6500244
735.0015869,241.4650574
729.7301025,238.5313873
724.5462646,235.4447632
719.3594971,232.3631287
714.0800781,229.443924
708.6181641,226.894989
704.8257446,229.7207642
706.4326172,235.5121002
709.0684814,240.9366455
712.0336304,246.190567
715.1828003,251.3364105
718.4811401,256.3881378
721.8939819,261.3632202
725.3900146,266.2802734
728.9378052,271.160141
732.5061646,276.0250549
734.2514038,281.4921875
732.4125366,287.2283936
728.256958,290.9718933
724.1894531,286.7193298
720.93927,281.636322
717.6444092,276.5822754
714.2928467,271.5655518
710.8731689,266.5951233
707.3718262,261.6818695
703.7776489,256.8361816
700.0789795,252.0698242
696.2661743,247.394165
692.3285522,242.8232574
688.2175903,238.4096527
683.8416138,234.2605591
678.6409302,231.2727661
678.274292,236.2277679
680.9364014,241.639267
683.9204712,246.8820801
687.1345825,251.9874725
690.5131226,256.9858246
693.9939575,261.9137573
697.517395,266.8111877
701.0258789,271.7193909
704.4661255,276.6755371
706.5169678,282.2694092
705.8833008,288.2353821
702.7818604,293.1196594
698.1975098,289.4086914
694.4662476,284.6684875
690.725647,279.9348145
686.9285889,275.2462769
683.0641479,270.6131592
679.1254272,266.0431061
675.102356,261.5470886
670.9875488,257.1349182
666.7735596,252.817337
662.4537354,248.6058044
657.9898682,244.5488281
653.2883301,240.7782135
651.2952881,242.0864868
655.059021,246.8015289
658.9157715,251.44104
662.7312012,256.1145172
666.3606567,260.9330902
669.6487427,265.9893951
672.420166,271.3448486
674.4105225,277.0328674
675.324585,282.9837036
674.5371704,288.934967
671.1635132,293.8063354
665.5332031,295.6911621
659.8325806,293.9645996
654.6187134,290.9342957
649.7037964,287.4376526
645.0300293,283.6238708
640.5145874,279.6226807
637.460022,274.9355316
640.6121216,275.0114899
645.5861816,278.4257507
650.6497803,281.7054443
655.921814,284.6106873
661.6199341,284.0231628
662.5844727,278.2356873
661.0539551,272.4087067
658.7849731,266.8205566
656.067749,261.4353485
652.987793,256.2487335
649.6243286,251.2406464
646.0480347,246.3819275
641.2540894,243.9676514
635.6750488,241.8026428
630.3953857,238.8837433
625.2007446,235.815155
620.0158081,232.7302856
614.7651978,229.7592468
609.3235474,227.1745453
604.8137207,229.0067902
606.21521,234.8455963
608.7771606,240.3046265
611.7215576,245.5696564
614.8561401,250.7245178
618.1363525,255.7878571
621.5335083,260.7738342
625.0189209,265.69841
628.565918,270.5788422
632.1486206,275.4331665
634.4261475,280.7991638
632.7137451,286.5657043
628.9988403,290.974884
624.5945435,287.3295898
621.364502,282.2337646
618.0846558,277.1700134
614.7445068,272.1456757
611.3321533,267.1701202
607.8383789,262.2516327
604.2532959,257.3991852
600.5665283,252.6235046
596.7702637,247.9345245
592.855835,243.3436279
588.7665405,238.9097748
584.4334717,234.715271
579.3760376,231.4674377
578.1514282,235.7446289
580.7512817,241.1836548
583.7092896,246.4411774
586.9053955,251.5578766
590.2728882,256.5635529
593.7486572,261.4950256
597.2714233,266.3932037
600.7832031,271.2988892
604.2254639,276.2536926
606.5167236,281.7569885
606.0686646,287.7366333
603.2792358,292.9257202
598.5620728,289.8132019
594.8345947,285.069458
591.0995483,280.3315125
587.307373,275.6389008
583.4490356,271.0007019
579.515686,266.4259796
575.4991455,261.924118
571.3915405,257.5053101
567.1856079,253.1799927
562.8744507,248.9593353
558.425293,244.8863831
553.7589722,241.0712738
550.7460938,241.1524353
554.3399658,245.9823914
558.2792358,250.5503998
562.0842285,255.2324524
565.7504272,260.023468
569.1153564,265.0292358
571.9902954,270.3299408
574.156311,275.9551239
575.2922974,281.8688049
574.9268799,287.8643494
572.0509644,293.0790405
566.7138062,295.6062927
560.8676758,294.4888306
555.6132202,291.5283508
550.6448975,288.1082764
545.9259033,284.3507385
541.3908691,280.3719482
537.4920044,276.0463562
539.7753296,274.369339
544.7261353,277.8174133
549.7699585,281.1273804
554.9557495,284.209137
560.7871704,284.66745
562.7176514,279.3321838
561.4807739,273.4470062
559.2974243,267.8255005
556.6231079,262.418457
553.6186523,257.1876068
550.3257446,252.1329803
546.7839966,247.2492676
543.0300903,242.5267029
539.0969849,237.9520569
535.0240479,233.5015564
531.0626221,228.9575043
531.2221985,223.4752655
535.0601807,218.8870697
540.4032593,220.3712769
544.9818726,224.2977753
549.581665,228.2013855
554.2441406,232.0305328
558.7305298,236.0602112
563.0239868,240.298996
567.2476807,244.6070862
571.4242554,248.960907
575.5791016,253.3356323
579.7348633,257.7093506
583.9152832,262.0596771
581.177124,257.2452393
578.112915,252.0480499
575.0641479,246.8416748
572.0733643,241.6019897
569.1860352,236.3046417
566.4777222,230.914444
564.3544922,225.2838287
565.6428223,219.5639801
570.7562256,217.5012512
576.0525513,220.3600922
580.9620361,223.8632813
585.5688477,227.7569733
589.9019775,231.9538879
594.0100708,236.3715668
597.9515381,240.9392242
601.789856,245.5939026
605.5933228,250.277298
608.8751221,254.0482025
606.3046875,248.590271
603.651123,243.1717224
601.09198,237.7086029
598.8114014,232.1240997
597.2472534,226.3223419
598.3709106,220.4433899
736.6106567,223.4708099
740.1362915,228.3630219
743.0377197,233.6258545
746.0357666,238.8613739
749.1245728,244.0437927
752.2265015,249.21875
755.7062378,253.6861725
761.7385254,253.7975311
767.770874,253.9088898
773.7807617,254.0108032
769.4805908,249.7788849
765.0958862,245.6349945
760.6176758,241.592041
756.0383301,237.6642303
751.3505859,233.8666382
746.5480347,230.2152405
741.6255493,226.7269745
831.539978,216.5099945
836.6970825,213.7604065
842.7150879,213.6013641
848.7128296,214.1838989
854.6582642,215.1670227
860.53302,216.510376
866.3251953,218.1746979
872.0294189,220.1195068
877.6447144,222.3083191
883.1732788,224.7080688
885.8947754,221.2365265
890.5493164,220.2128448
894.7216187,224.5512085
898.6799316,229.0964355
902.6369629,233.6427765
906.6072998,238.177536
910.6065063,242.6868134
914.6498413,247.1565552
918.7510986,251.5731812
922.9246826,255.921463
927.1835938,260.1861267
931.5402832,264.3508301
936.0064087,268.3979187
940.6010132,272.2977142
945.2938232,276.0581055
949.8046265,274.7079315
947.3398438,269.2950287
944.0588989,264.2397461
940.5838013,259.3154755
936.9906006,254.4765778
933.3508301,249.6724548
929.7352295,244.8501587
926.2133179,239.959259
922.8615112,234.95047
919.7786865,229.7738953
917.9492188,224.0533447
917.727417,218.046936
921.3579712,213.8318024
927.3526001,213.5935669
933.3139648,214.4714508
939.1875,215.8166199
944.9341431,217.6285706
950.5116577,219.9082642
955.8740234,222.6558533
960.3435059,222.7509155
964.420166,218.5476227
969.7467041,220.9779358
974.2763062,224.9512634
978.928772,228.7796936
983.5355835,232.6653137
987.9763794,236.7398987
992.2832642,240.9560699
996.4931641,245.2691956
1000.643005,249.6402283
1004.775757,254.0274506
1008.928528,258.3957367
1012.321411,261.6255798
1009.289307,256.4166565
1006.208801,251.2361603
1003.143127,246.0468597
1000.160461,240.8095093
997.3278809,235.4897766
994.7194824,230.0567932
992.7265015,224.4134674
994.7423096,218.878952
1000.177551,217.8267212
1005.366516,220.88797
1010.239563,224.431427
1014.805786,228.3633728
1019.10083,232.5905304
1023.17511,237.0315094
1027.089111,241.6146851
1030.906372,246.2789307
1034.693848,250.9674988
1037.38678,253.8506927
1034.76947,248.4214325
1032.143494,242.9963226
1029.60498,237.529953
1027.262817,231.9772186
1025.843323,226.1419525
1027.056335,220.3193207
1029.978638,215.0893555
1035.581238,214.3597565
1041.342773,216.1211548
1046.929932,218.3781586
1052.365356,220.9811707
1057.69751,223.7904968
1062.989868,226.6748352
1060.33374,222.983429
1058.591309,220.3040619
1063.578369,223.6774597
1068.16748,227.5829468
1071.082642,232.7734985
1072.215698,238.6893921
1071.484985,244.1529541
1065.731323,242.6032104
1060.43811,239.7218323
1055.235107,236.6795807
1050.056274,233.5962677
1044.832031,230.5907135
1039.483398,227.8179016
1033.847717,227.3213348
1034.190002,233.2029572
1036.573608,238.7333221
1039.409729,244.0509186
1042.473877,249.2406616
1045.718018,254.3200226
1049.097168,259.3108063
1052.567993,264.2382507
1056.088989,269.1300659
1059.618774,274.015564
1062.818726,279.0512085
1061.968384,284.9511719
1059.158081,290.2591553
1054.094971,288.8198547
1050.899536,283.711853
1047.625977,278.6510925
1044.299805,273.6248474
1040.909058,268.6417847
1037.443237,263.7108154
1033.89209,258.8410187
1030.245239,254.0424042
1026.492737,249.3260498
1022.625977,244.7028961
1018.586548,240.2299957
1014.379761,235.9167938
1009.564392,232.3126221
1006.437561,233.7601929
1008.399048,239.3934174
1011.261658,244.69664
1014.381042,249.8532867
1017.691895,254.8894196
1021.130859,259.8390808
1024.639832,264.7395325
1028.161682,269.6306763
1031.640442,274.5526733
1034.617737,279.7566528
1035.077576,285.7185059
1033.165466,291.3953552
1028.457336,291.3157349
1024.660645,286.6380005
1020.926758,281.9066467
1017.148743,277.2105713
1013.315063,272.5597076
1009.414673,267.964798
1005.435791,263.4377594
1001.368469,258.9899902
997.2029419,254.6339417
992.9298096,250.3835297
988.5419312,246.25177
983.9954834,242.296051
978.7174072,239.5212097
981.4819946,244.2892303
985.4354248,248.8378143
989.2584839,253.4969177
992.9874878,258.2317047
996.4820557,263.1410675
999.5625,268.3186951
1002.016541,273.8187408
1003.573547,279.6311646
1003.863647,285.6351013
1002.037109,291.318512
997.4882202,295.1026611
991.557312,295.3086243
986.1363525,292.7069092
981.0645752,289.4544067
976.265625,285.8098755
971.6742554,281.9059448
967.2077637,277.8590698
966.4371338,273.0263672
971.3657227,276.4954834
976.3725586,279.8505249
981.4706421,283.0653076
987.0615234,285.1166992
991.2203369,281.6863403
990.6782837,275.7280273
988.7811279,270.013092
986.3112793,264.5172882
983.4230957,259.2283173
980.2124634,254.1283112
976.765625,249.1845703
973.1626587,244.3530426
972.0569458,245.7433167
967.1640015,247.4537201
961.4884033,245.4428101
956.0917969,242.7641602
950.8921509,239.7170563
945.7536011,236.5670929
940.5273438,233.5662994
935.0838013,230.9850616
929.6914673,229.9612274
932.6060181,235.2128906
936.350647,239.9347076
940.140564,244.6210938
943.9923706,249.2568665
947.8259888,253.9075775
951.5578003,258.640274
955.100769,263.5155182
958.3598633,268.5843048
961.1502075,273.9217529
962.795105,279.697937
962.2139893,285.6509705
958.5425415,290.2792053
952.7180786,290.9690857
947.5697021,287.9409485
943.1911621,283.8000183
938.7862549,279.6862183
934.4527588,275.4974213
930.182251,271.2442627
925.9659424,266.9372559
921.7958374,262.5855865
917.6611938,258.2001648
913.5527954,253.7900543
909.4605713,249.3649902
905.3717651,244.9366455
902.4819336,242.0226593
905.8499146,247.0210876
909.1813965,252.0438385
912.4334106,257.1183014
915.5632324,262.2690125
918.5247192,267.5180054
921.2171021,272.9090881
923.3842773,278.5278015
924.3777466,284.4508057
922.9142456,290.2171326
917.9917603,293.3993225
912.0414429,293.0600281
906.6985474,290.3048706
901.8179932,286.7736206
897.2755737,282.8139343
892.9325562,278.6351013
890.9909058,273.3807068
895.3363037,276.0420837
900.2532959,279.5263062
905.4733276,282.5308838
911.1837769,283.3779907
912.9041138,278.0618286
911.0969849,272.3278809
908.5950317,266.8468475
905.74646,261.5360565
902.6800537,256.3475342
899.4940186,251.2313385
895.1091919,247.9369202
889.567749,245.6070099
884.2473755,242.7751923
878.9175415,239.9609528
878.9821777,237.7486572
878.7918701,235.1413879
873.2863159,232.6943359
867.6964111,230.4406586
862.0737305,228.2698975
856.3892822,226.2680359
850.6045532,224.5795135
844.6989746,223.3998718
839.1549683,225.1457367
839.7645264,230.7169495
843.2056274,235.6614075
846.9506226,240.3838196
850.7880859,245.0315552
854.7271118,249.5932922
858.7769775,254.0569153
862.946106,258.4093475
868.4898682,260.462326
874.3138428,262.0080414
880.2962646,262.6051941
885.4561157,264.9771423
887.7784424,270.4558563
884.5029297,274.774765
878.5166016,275.1961517
879.7595825,278.9266357
883.2276001,283.8557129
885.7769775,289.2215576
882.5567627,293.6912537
878.2149048,290.0367432
874.8851318,285.0127869
871.4797974,280.0398865
867.9585571,275.1485291
862.8423462,272.8154907
856.8771362,271.9538574
850.8959351,271.211441
845.6813965,271.1305389
848.4650269,276.4760742
850.8253784,282.0178833
852.2435913,287.8645325
850.3895264,292.8957214
844.7114868,291.0027771
841.0500488,286.839325
841.7151489,280.9031372
839.4371948,275.3302307
836.6030884,270.1827698
830.5788574,270.3612213
824.866272,270.1476135
821.2944336,265.2926941
817.7160034,260.442627
815.8455811,256.2352448
821.7966309,255.2878265
827.7241821,254.6999359
824.4056396,249.6687164
820.9994507,244.6962128
817.5618286,239.7455139
814.1428223,234.7818146
810.7996216,229.7670441
808.3891602,224.3050842
810.1151733,219.8619537
814.0038452,224.4438019
817.62323,229.2631378
821.1686401,234.1372528
824.6641235,239.0473633
828.1365356,243.9737701
831.6097412,248.8997192
835.1098022,253.8064728
840.6757813,255.4693146
846.6697998,256.0988159
852.6376953,256.9257507
848.8032837,252.4479523
844.7834473,247.9569855
840.8314819,243.4064484
837.0870361,238.6846466
833.7054443,233.6978607
831.0613403,228.3016052
830.2419434,222.3591919
546.3400269,360.3099976
551.9378052,358.3695984
557.8939819,359.2531433
563.5393066,361.4060974
569.0148315,363.9647217
574.4385376,366.6327209
579.8175049,369.0092468
575.914856,364.4326477
575.9606323,363.1886902
579.8317261,362.1774292
584.284668,362.4364624
589.5054932,365.4815063
594.5992432,368.7348633
599.5686035,372.1753235
604.4206543,375.7793579
609.1621704,379.527771
613.8031616,383.4000244
618.3544922,387.3773193
622.8276978,391.4423218
627.2348022,395.5789185
631.5888062,399.7714233
636.9244995,401.5884094
642.9672241,401.5206299
640.2601318,398.8473206
639.3912964,398.0974731
645.3804321,398.7397156
650.3959351,401.9997253
654.4685059,406.4511414
656.0465088,411.9214783
650.2329712,413.0149841
645.7296143,413.9335022
649.8360596,418.3687744
653.9732056,422.7754822
659.0891724,425.0070801
664.2891846,427.9546814
668.3293457,432.4415894
671.0667114,432.0181885
675.5493164,428.1994324
680.9142456,425.4156494
686.3596191,422.7924805
691.8719482,420.3131409
697.4385376,417.9580994
703.0494385,415.7104797
708.6948853,413.5509033
714.366272,411.4605103
712.6087036,410.4667969
706.5825195,409.9989014
700.5679321,409.4007263
694.5713501,408.6437683
688.6015625,407.698761
682.6702271,406.5370789
676.7935181,405.1256104
671.0293579,403.3139343
665.5871582,400.7059021
660.9422607,396.8695068
657.4324951,391.9681091
655.2700806,386.3421936
654.7294922,380.3441162
656.4194336,374.6109314
660.5646362,370.2711487
665.9694824,367.6168823
671.8295288,366.1433716
677.7877197,365.1349182
683.8042603,364.5691528
689.8458252,364.4255676
695.883728,364.6818848
701.8938599,365.3155823
707.855835,366.3052979
713.7521362,367.6316528
719.5674438,369.2774963
725.2304077,371.3645935
730.0388184,374.9841919
733.5716553,379.8643799
735.6488647,385.5176086
731.5518799,388.5183411
725.5088501,388.3887634
719.4702148,388.1369934
713.4638062,387.4795837
717.815979,386.3187866
721.7686768,384.8682861
716.0931396,383.0528259
710.15979,381.8998718
704.2027588,380.87677
698.2200928,380.0167847
701.6304321,384.7362976
705.2508545,389.5764465
708.8652344,394.4212036
712.4603882,399.2802429
716.0845337,404.0897522
721.8623047,405.5424805
727.4595947,407.4506226
731.0583496,412.2897034
730.9274902,417.2747498
728.7181396,420.6708984
732.2198486,425.5974426
735.543457,430.6454468
738.585022,435.8676147
740.5948486,441.4571838
735.4152832,442.0723877
731.4396973,437.6665344
728.8515625,432.2114563
725.5897217,427.1248779
722.0882568,422.197937
716.9152832,423.8611145
711.4811401,426.507782
706.045105,429.1506958
700.6137695,431.8031921
695.1918945,434.4748535
689.7883911,437.1835632
684.470459,440.0559998
679.1704712,442.9619446
673.7507935,445.6347961
668.8394775,442.8769531
664.0664063,439.1826477
659.7271729,434.9754333
655.3974609,430.7578125
651.0791016,426.5286255
646.7908325,422.2688293
642.5509644,417.960968
638.3771973,413.5889893
632.3474731,413.7181702
626.3035889,413.7909241
620.2593994,413.7536316
614.2175293,413.5826416
616.9440308,418.8631897
619.7654419,424.2081604
622.166687,429.7514343
622.7581787,435.619873
618.6647339,439.7892151
612.9301758,438.6592102
607.8574829,435.3833618
603.1029663,431.6516113
598.4484863,427.9110107
600.616333,426.4916382
605.9598999,429.3103943
610.6901245,428.096405
608.578064,422.4664307
605.8292236,417.0838013
602.1329346,413.0900269
596.1094971,412.5877686
592.0385132,408.4715881
588.2849121,403.7384338
588.4036865,400.0357056
594.4441528,399.8304138
594.5568848,396.3077698
591.6947632,390.984375
588.0418091,386.2843323
582.8251953,383.2323608
577.4655151,380.43927
571.984314,377.8926086
566.4005737,375.5791321
560.7108765,373.5476685
556.5014648,375.9239807
558.5258789,381.5920105
561.2161865,387.0044861
564.041626,392.3477173
566.9807129,397.6293945
570.0108032,402.8593445
573.1131592,408.0467834
576.2662964,413.2035828
579.4510498,418.3409119
582.647644,423.4709167
585.6775513,428.6730042
582.6735229,433.5885925
577.5636597,433.6417847
573.8417969,428.8809509
570.1796265,424.0723267
566.5092163,419.269928
562.805542,414.4931641
559.0466919,409.7597046
555.2078857,405.0909424
551.2683105,400.507019
547.2062988,396.0312805
543.003479,391.6875916
538.6433716,387.5019531
534.052063,383.5725403
528.6538391,381.0016174
528.7168579,385.7764893
531.9618225,390.8755188
535.3440552,395.8850403
538.7290039,400.8926697
541.9827881,405.9861755
544.9840698,411.2320251
547.8709106,416.5423584
550.5303345,421.9691467
552.7217407,427.5992432
554.1663208,433.4623413
554.2775269,439.4526672
550.2862549,443.7445679
544.4547119,443.4898987
539.1903076,440.5301819
534.3269043,436.9455261
529.7804871,432.9640503
525.4202881,428.7782898
521.0949097,424.5562134
520.0493774,418.9636536
524.4378052,422.8400269
529.0497742,426.7442322
534.1324463,430.0000916
539.9316406,430.5127258
541.5650635,425.1333313
539.7797852,419.3764954
537.0372925,413.9937134
533.9133911,408.8200684
530.5493774,403.798645
527.048645,398.87146
523.5102539,393.9708862
520.027832,389.0306091
516.7001648,383.985199
513.758728,378.716095
512.9139709,372.7796326
514.6745911,367.0506287
519.2250061,364.4411926
524.5219421,367.2944031
529.3082275,370.9822693
533.8596191,374.9592285
538.2846069,379.0765991
542.5913696,383.3172913
546.791687,387.6636963
550.8977661,392.0991821
554.9226074,396.6086426
558.8793335,401.177948
562.7833252,405.7924805
566.6490479,410.4389343
570.4911499,415.1051331
573.6517334,418.8085938
570.5930786,413.5951843
567.5097046,408.3963928
564.4187012,403.2020569
561.3338013,398.0041504
558.2703247,392.7936096
555.2442627,387.5611572
552.272644,382.2976685
549.4147339,376.9720154
546.8710327,371.4906006
544.9801025,365.7612
588.1060791,369.7213745
591.2493286,374.8842163
594.3872681,380.050415
597.5112915,385.2249146
600.6174927,390.4100647
603.6988525,395.6100159
607.2672729,399.9474487
613.3108521,400.0525208
619.354187,400.1630249
625.0438232,400.1225281
620.7434082,395.8752441
616.3457031,391.7286682
611.8481445,387.6906433
607.2484131,383.7695007
602.5446167,379.9741516
597.7351074,376.313385
592.8189087,372.7971802
666.5951538,380.7487488
662.0369873,384.3457947
664.4354858,389.6365051
669.4794922,392.9176331
675.0535889,395.2471008
680.8009644,397.1168823
686.6246338,398.7337952
692.4995117,400.1542358
698.40625,401.4367065
704.329895,402.6387939
707.6015015,402.1456909
703.9231567,397.3493347
700.2675171,392.5358887
696.7800903,387.5997314
694.418396,382.0863037
690.8244629,379.0777893
684.7919312,378.7099609
678.7490845,378.7293091
672.7369385,379.322052
806.2299805,363.2200012
810.8721924,360.1074219
816.7149658,361.6177673
822.3803711,363.7000122
827.8756714,366.1995239
833.2484131,368.9539795
838.5657959,371.8144226
839.5299683,370.9423218
835.4244385,366.5169678
839.3157959,368.5644226
844.041687,372.3204041
845.0541992,367.3183594
847.6741333,361.962677
853.0956421,359.6908875
859.0361938,360.5673218
864.6362305,362.8146667
870.0348511,365.5107727
875.0576782,368.8546753
879.6466675,372.7734375
883.7702637,377.1799622
887.4104614,381.9938965
890.557312,387.1441956
893.2010498,392.5701294
892.753479,398.2344666
888.4935303,402.4792175
882.9936523,402.7350159
878.1750488,399.1158752
874.2543945,394.540741
879.6395264,396.1026917
881.5294189,393.0918884
878.7828979,387.7625122
874.8978882,383.1467896
870.4644165,379.0526428
865.6408081,375.4242249
860.4943848,372.2734985
854.8510132,370.226532
850.9188843,373.6432495
852.0962524,379.538208
854.2164307,385.1895752
856.5651245,390.7517395
859.0621948,396.2489929
861.687561,401.6861267
864.4403687,407.0598755
867.3187866,412.3673706
870.3220215,417.6052856
873.4176025,422.7891235
876.5849609,427.9294739
879.5838623,433.1681824
878.4252319,437.725708
873.8562622,439.021698
870.6036987,433.9363403
868.6356812,428.6039429
866.361145,423.3583069
863.2078857,418.209259
860.1609497,412.9966736
857.2481689,407.7080078
854.4939575,402.3351135
851.9289551,396.8695374
849.5812988,391.3070984
844.1784668,389.2522583
838.8374634,386.4423523
833.6161499,383.4103394
828.4281006,380.3215637
823.206665,377.2897339
817.8872681,374.4341431
812.1382446,373.0855103
811.5375366,378.6154785
813.7434692,384.2271423
816.5617065,389.5657959
819.6281738,394.7667236
822.8548584,399.8699341
826.2092285,404.8901672
829.6639404,409.842041
833.1890869,414.7440186
836.7587891,419.6137085
840.2689819,424.5171204
839.7374878,430.3977966
837.2406616,435.8616333
832.2398071,435.677124
828.8905029,430.6572571
825.6324463,425.5738525
822.317688,420.5272217
818.9363403,415.5249634
815.4780884,410.5755615
811.9307861,405.6896667
808.2843018,400.8772888
